164	1199337194388	412
3985350	1199337294014	3985418
7985350	1199337394000	7985418
11985350	1199337494004	11985572
15985350	1199337594010	15985468
19985350	1199337694011	19985491
23985350	1199337794009	23985418
27985350	1199337894008	27985491
31985376	1199337994007	31985518
35985391	1199338094006	35985459
39985350	1199338194005	39985523
43985513	1199338294011	43985767
47985350	1199338394003	47985418
51985350	1199338494005	51985572
55985350	1199338594001	55985418
59985350	1199338693990	59985491
63985350	1199338793988	63985418
67985350	1199338894000	67985572
71985391	1199338993997	71985459
75985376	1199339093998	75985630
79985350	1199339193994	79985418
83985350	1199339293985	83985572
87985350	1199339393981	87985418
91985350	1199339493993	91985572
95985350	1199339593989	95985418
99985350	1199339693980	99985572
103985350	1199339793976	103985418
107985350	1199339893989	107985572
111985391	1199339993986	111985459
115985350	1199340093976	115985572
119985350	1199340193972	119985418
123985376	1199340293983	123985549
127985350	1199340393981	127985418
131985350	1199340493971	131985572
135985350	1199340593967	135985418
139985350	1199340693980	139985572
143985350	1199340793976	143985418
147985350	1199340893978	147985572
151985391	1199340993975	151985459
155985350	1199341093976	155985572
159985350	1199341193972	159985418
163985350	1199341293973	163985572
167985350	1199341393969	167985418
171985376	1199341493969	171985549
175985350	1199341593967	175985418
179985350	1199341693956	179985572
183985350	1199341793952	183985418
187985350	1199341893967	187985572
191985391	1199341993964	191985459
195985376	1199342093962	195985549
199985350	1199342193960	199985418
203985350	1199342293962	203985572
207985350	1199342393958	207985418
211985350	1199342493960	211985572
215985350	1199342593956	215985418
219985350	1199342693956	219985418
223985350	1199342793957	223985572
227985350	1199342893953	227985418
231985391	1199342993955	231985564
235985350	1199343093952	235985418
239985376	1199343193951	239985549
243985350	1199343293949	243985418
247985513	1199343393955	247985767
251985350	1199343493947	251985418
255985350	1199343593949	255985572
259985350	1199343693945	259985418
263985350	1199343793947	263985572
267985350	1199343893943	267985418
271985391	1199343993945	271985613
275985350	1199344093940	275985418
279985350	1199344193942	279985572
283985350	1199344293938	283985418
287985350	1199344393940	287985572
291985350	1199344493936	291985418
295985376	1199344593937	295985549
299985350	1199344693935	299985418
303985350	1199344793936	303985572
307985350	1199344893932	307985418
311985350	1199344993933	311985572
315985350	1199345093929	315985418
319985350	1199345193931	319985572
323985350	1199345293927	323985418
327985350	1199345393927	327985418
331985350	1199345493928	331985572
335985350	1199345593927	335985572
339985350	1199345693923	339985418
343985376	1199345793922	343985549
347985350	1199345893921	347985523
351985391	1199345993920	351985459
355985376	1199346093921	355985598
359985350	1199346193917	359985418
363985350	1199346293917	363985523
367985350	1199346393915	367985418
371985376	1199346493914	371985549
375985350	1199346593912	375985418
379985432	1199346693914	379985605
383985472	1199346793917	383985725
387985350	1199346893910	387985418
391985554	1199346993915	391985726
395985350	1199347093909	395985468
399985376	1199347193910	399985630
403985350	1199347293906	403985418
407985472	1199347393899	407985725
411985350	1199347493892	411985418
415985350	1199347593905	415985572
419985350	1199347693901	419985418
423985513	1199347793907	423985767
427985350	1199347893899	427985418
431985350	1199347993901	431985572
435985350	1199348093897	435985418
439985472	1199348193902	439985725
443985350	1199348293895	443985418
447985513	1199348393900	447985767
451985350	1199348493892	451985418
455985350	1199348593894	455985572
459985350	1199348693890	459985418
463985350	1199348793893	463985572
467985350	1199348893889	467985418
471985350	1199348993890	471985572
475985350	1199349093886	475985418
479985350	1199349193887	479985572
483985350	1199349293883	483985418
487985350	1199349393885	487985572
491985350	1199349493881	491985418
495985472	1199349593883	495985644
499985350	1199349693878	499985418
503985350	1199349793881	503985572
507985350	1199349893877	507985418
511985350	1199349993879	511985572
515985350	1199350093875	515985418
519985350	1199350193876	519985572
523985350	1199350293872	523985418
527985472	1199350393875	527985644
531985350	1199350493870	531985418
535985350	1199350593871	535985572
539985350	1199350693867	539985418
543985350	1199350793867	543985523
547985376	1199350893867	547985494
551985473	1199350993870	551985695
555985350	1199351093863	555985418
559985350	1199351193863	559985418
563985350	1199351293862	563985468
567985350	1199351393861	567985418
571985350	1199351493863	571985572
575985350	1199351593859	575985418
579985350	1199351693857	579985468
583985350	1199351793856	583985418
587985350	1199351893858	587985572
591985350	1199351993854	591985418
595985376	1199352093854	595985549
599985350	1199352193852	599985418
603985350	1199352293854	603985572
607985350	1199352393850	607985418
611985350	1199352493851	611985572
615985350	1199352593847	615985418
619985350	1199352693849	619985572
623985350	1199352793845	623985418
627985350	1199352893847	627985572
631985350	1199352993843	631985418
635985350	1199353093845	635985572
639985350	1199353193841	639985418
643985376	1199353293842	643985630
647985350	1199353393838	647985418
651985350	1199353493840	651985572
655985350	1199353593836	655985418
659985350	1199353693838	659985572
663985350	1199353793834	663985418
667985350	1199353893836	667985572
671985473	1199353993835	671985541
675985350	1199354093833	675985572
679985350	1199354193829	679985418
683985350	1199354293831	683985572
687985350	1199354393827	687985418
691985376	1199354493827	691985549
695985350	1199354593825	695985418
699985350	1199354693823	699985523
703985350	1199354793821	703985418
707985350	1199354893824	707985572
711985472	1199354993823	711985540
715985350	1199355093822	715985572
719985350	1199355193818	719985418
723985350	1199355293818	723985418
727985350	1199355393820	727985572
731985350	1199355493816	731985418
735985350	1199355593817	735985572
739985350	1199355693813	739985418
743985350	1199355793815	743985572
747985350	1199355893811	747985418
751985376	1199355993811	751985549
755985350	1199356093809	755985418
759985350	1199356193811	759985604
763985350	1199356293807	763985418
767985350	1199356393808	767985572
771985350	1199356493804	771985418
775985350	1199356593806	775985572
779985350	1199356693802	779985418
783985350	1199356793804	783985572
787985350	1199356893800	787985418
791985432	1199356993803	791985654
795985350	1199357093797	795985418
799985350	1199357193797	799985491
803985350	1199357293795	803985418
807985350	1199357393797	807985572
811985350	1199357493793	811985418
815985350	1199357593795	815985572
819985350	1199357693791	819985418
