164	1193255205932	412
3985505	1193255305561	3985573
7985505	1193255405559	7985573
11985505	1193255505563	11985759
15985505	1193255605559	15985646
19985505	1193255705559	19985623
23985628	1193255805559	23985800
27985505	1193255905554	27985573
31985505	1193256005556	31985623
35985505	1193256105553	35985646
39985505	1193256205556	39985727
43985505	1193256305552	43985573
47985505	1193256405553	47985646
51985505	1193256505551	51985573
55985505	1193256605553	55985727
59985505	1193256705549	59985573
63985505	1193256805551	63985727
67985505	1193256905547	67985573
71985587	1193257005549	71985759
75985505	1193257105545	75985573
79985505	1193257205548	79985727
83985505	1193257305544	83985573
87985505	1193257405546	87985727
91985505	1193257505542	91985573
95985790	1193257605551	95986044
99985505	1193257705540	99985573
103985505	1193257805542	103985727
107985505	1193257905538	107985573
111985505	1193258005541	111985727
115985505	1193258105537	115985573
119985505	1193258205539	119985727
123985505	1193258305535	123985573
127985505	1193258405535	127985678
131985587	1193258505536	131985655
135985627	1193258605536	135985799
139985505	1193258705531	139985573
143985505	1193258805531	143985573
147985505	1193258905534	147985727
151985505	1193259005530	151985573
155985505	1193259105520	155985727
159985505	1193259205516	159985573
163985505	1193259305530	163985727
167985505	1193259405526	167985573
171985587	1193259505530	171985809
175985505	1193259605524	175985573
179985505	1193259705524	179985573
183985505	1193259805526	183985727
187985505	1193259905523	187985678
191985546	1193260005523	191985718
195985505	1193260105520	195985573
199985531	1193260205523	199985753
203985505	1193260305518	203985573
207985505	1193260405520	207985727
211985587	1193260505519	211985655
215985505	1193260605519	215985727
219985505	1193260705515	219985573
223985505	1193260805517	223985727
227985505	1193260905513	227985573
231985505	1193261005513	231985573
235985505	1193261105513	235985573
239985505	1193261205513	239985727
243985505	1193261305509	243985573
247985546	1193261405511	247985718
251985587	1193261505511	251985655
255985531	1193261605513	255985753
259985505	1193261705500	259985573
263985505	1193261805507	263985727
267985505	1193261905503	267985573
271985505	1193262005502	271985573
275985505	1193262105502	275985573
279985505	1193262205506	279985727
283985505	1193262305499	283985573
287985505	1193262405503	287985727
291985505	1193262505499	291985573
295985546	1193262605500	295985718
299985531	1193262705499	299985704
303985505	1193262805496	303985573
307985505	1193262905497	307985727
311985505	1193263005493	311985573
315985505	1193263105493	315985573
319985505	1193263205497	319985727
323985505	1193263305493	323985573
327985505	1193263405495	327985727
331985587	1193263505494	331985655
335985505	1193263605493	335985727
339985505	1193263705489	339985573
343985505	1193263805492	343985727
347985505	1193263905488	347985573
351985627	1193264005491	351985799
355985505	1193264105486	355985573
359985505	1193264205487	359985727
363985505	1193264305483	363985573
367985505	1193264405485	367985727
371985587	1193264505484	371985655
375985505	1193264605485	375985727
379985505	1193264705481	379985573
383985505	1193264805483	383985727
387985505	1193264905479	387985573
391985505	1193265005488	391985727
395985505	1193265105484	395985573
